Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit,RowIssue,AvgPricePerUnit,Margin,Year,Month,MonthYear
2024-11-08,West,Monitor,Frank,4.0,1425.0,Office,5700.0,4294.163531086832,1405.836468913168,,1425.0,0.2466,2024,11,2024-11-01
2024-02-05,East,Mobile,David,4.0,1401.0,Electronics,5604.0,3687.215379983369,1916.784620016631,,1401.0,0.342,2024,2,2024-02-01
2024-06-21,North,SMARTWATCH,David,18.0,1774.0,Accessories,31932.0,27475.69763616104,4456.30236383896,,1774.0,0.1396,2024,6,2024-06-01
2024-01-20,South,Printer,Grace,11.0,1811.0,Office,19921.0,12576.1375764615,7344.862423538503,,1811.0,0.3687,2024,1,2024-01-01
2024-11-16,West,Printer,Hannah,1.0,1131.0,Office,1131.0,679.0863521609374,451.9136478390626,,1131.0,0.3996,2024,11,2024-11-01
2024-09-20,West,Camera,Alice,10.0,906.0,Electronics,9060.0,6662.2149451832,2397.7850548168,,906.0,0.2647,2024,9,2024-09-01
2024-05-21,Unknown,Unknown,Eva,9.0,334.0,Electronics,3006.0,1943.769753480231,1062.230246519769,,334.0,0.3534,2024,5,2024-05-01
2024-05-22,North,Mobile,Hannah,4.0,774.0,Electronics,3096.0,2543.04175185717,552.9582481428301,,774.0,0.1786,2024,5,2024-05-01
2024-04-01,West,Monitor,Charlie,6.0,660.0,Office,3960.0,3468.882461356297,491.1175386437026,,660.0,0.124,2024,4,2024-04-01
2024-12-19,East,Mobile,Unknown,16.0,1425.0,Electronics,22800.0,13966.85601782956,8833.14398217044,,1425.0,0.3874,2024,12,2024-12-01
2024-11-17,North,Printer,Grace,2.0,137.0,Office,274.0,196.9168495995031,77.08315040049686,,137.0,0.2813,2024,11,2024-11-01
2024-10-14,West,Tablet,Frank,18.0,1259.0,Electronics,22662.0,20374.14629631596,2287.853703684039,,1259.0,0.101,2024,10,2024-10-01
2024-08-02,North,Laptop,Hannah,10.0,921.0,Electronics,9210.0,7550.372653111847,1659.627346888153,,921.0,0.1802,2024,8,2024-08-01
2024-12-07,East,Headphones,David,17.0,520.0,Accessories,8840.0,7831.853631107801,1008.146368892199,,520.0,0.114,2024,12,2024-12-01
2024-02-20,South,Laptop,Eva,13.0,1342.0,Electronics,17446.0,11326.37909816431,6119.620901835686,,1342.0,0.3508,2024,2,2024-02-01
2024-06-01,North,Printer,Frank,18.0,447.0,Office,8046.0,5361.939428901677,2684.060571098323,,447.0,0.3336,2024,6,2024-06-01
2024-07-04,Unknown,Laptop,Charlie,13.0,1931.0,Electronics,25103.0,16227.66797181064,8875.332028189363,,1931.0,0.3536,2024,7,2024-07-01
2024-03-03,West,Printer,David,17.0,1669.0,Office,28373.0,19597.53497859741,8775.46502140259,,1669.0,0.3093,2024,3,2024-03-01
2024-07-08,North,Laptop,Charlie,5.0,1987.0,Electronics,9935.0,8120.026715654739,1814.973284345261,,1987.0,0.1827,2024,7,2024-07-01
2024-05-04,North,Mobile,Eva,11.0,1202.0,Electronics,13222.0,8587.477424563429,4634.522575436571,,1202.0,0.3505,2024,5,2024-05-01
2024-05-29,West,Smartwatch,Frank,7.0,847.0,Accessories,5929.0,4489.855083183005,1439.144916816995,,847.0,0.2427,2024,5,2024-05-01
2024-11-09,South,Mobile,Bob,10.0,372.0,Electronics,3720.0,2532.438269731668,1187.561730268332,,372.0,0.3192,2024,11,2024-11-01
2024-02-27,West,Mobile,Hannah,17.0,1284.0,Electronics,21828.0,18526.70564010018,3301.294359899824,,1284.0,0.1512,2024,2,2024-02-01
2024-12-07,North,Monitor,Frank,15.0,,Office,,,,ESSENTIAL_NULL;,,,2024,12,2024-12-01
2024-10-31,West,Camera,Hannah,18.0,407.0,Electronics,7326.0,4885.962055876282,2440.037944123718,,407.0,0.3331,2024,10,2024-10-01
2024-06-28,East,Camera,Eva,19.0,1497.0,Electronics,28443.0,22230.25886028767,6212.741139712329,,1497.0,0.2184,2024,6,2024-06-01
2024-06-18,West,Laptop,Frank,2.0,1075.0,Electronics,2150.0,1352.378273773129,797.6217262268715,,1075.0,0.371,2024,6,2024-06-01
2024-11-21,North,Printer,Hannah,4.0,832.0,Office,3328.0,2462.366116400476,865.6338835995243,,832.0,0.2601,2024,11,2024-11-01
2024-09-27,West,Monitor,Grace,3.0,1132.0,Office,3396.0,2482.007993656238,913.9920063437617,,1132.0,0.2691,2024,9,2024-09-01
2024-02-23,South,Mobile,Hannah,7.0,1924.0,Electronics,13468.0,11525.33395676265,1942.666043237346,,1924.0,0.1442,2024,2,2024-02-01
2024-04-10,West,Monitor,Frank,18.0,543.0,Office,9774.0,7698.18964980373,2075.81035019627,,543.0,0.2124,2024,4,2024-04-01
2024-09-20,South,Laptop,Alice,10.0,1236.0,Electronics,12360.0,9788.015246485953,2571.984753514047,,1236.0,0.2081,2024,9,2024-09-01
2024-02-22,East,Camera,Frank,7.0,1328.0,Electronics,9296.0,8232.001039869627,1063.998960130373,,1328.0,0.1145,2024,2,2024-02-01
2024-02-29,South,Smartwatch,Frank,8.0,504.0,Accessories,4032.0,3607.463109991154,424.5368900088456,,504.0,0.1053,2024,2,2024-02-01
2024-04-17,West,Headphones,Hannah,6.0,1821.0,Accessories,10926.0,8697.297253050574,2228.702746949426,,1821.0,0.204,2024,4,2024-04-01
2024-01-05,North,Laptop,Charlie,1.0,952.0,Electronics,952.0,720.2836141634267,231.7163858365733,,952.0,0.2434,2024,1,2024-01-01
2024-04-12,South,Monitor,Bob,4.0,1320.0,Office,5280.0,4130.945372608369,1149.054627391631,,1320.0,0.2176,2024,4,2024-04-01
2024-07-14,East,Smartwatch,Charlie,14.0,877.0,Accessories,12278.0,8775.493143196494,3502.506856803506,,877.0,0.2853,2024,7,2024-07-01
2024-09-18,South,Headphones,Hannah,17.0,1897.0,Accessories,32249.0,28902.74653210366,3346.253467896342,,1897.0,0.1038,2024,9,2024-09-01
2024-12-30,South,Tablet,Charlie,18.0,1883.0,Electronics,33894.0,27505.19717081596,6388.802829184038,,1883.0,0.1885,2024,12,2024-12-01
2024-12-15,South,Laptop,David,11.0,214.0,Electronics,2354.0,1617.908998190566,736.0910018094339,,214.0,0.3127,2024,12,2024-12-01
2024-02-16,East,Laptop,Alice,14.0,1244.0,Electronics,17416.0,10751.41735886926,6664.582641130737,,1244.0,0.3827,2024,2,2024-02-01
2024-12-20,West,Tablet,Charlie,9.0,1776.0,Electronics,15984.0,9804.850594669515,6179.149405330485,,1776.0,0.3866,2024,12,2024-12-01
2024-11-06,South,Tablet,Grace,15.0,164.0,Electronics,2460.0,1627.225779628586,832.774220371414,,164.0,0.3385,2024,11,2024-11-01
2024-11-03,South,Laptop,Eva,12.0,1399.0,Electronics,16788.0,11245.84330644037,5542.156693559627,,1399.0,0.3301,2024,11,2024-11-01
2024-05-23,North,Tablet,Grace,10.0,924.0,Electronics,9240.0,6694.506109240211,2545.493890759789,,924.0,0.2755,2024,5,2024-05-01
2024-09-25,East,Mobile,Eva,19.0,338.0,Electronics,6422.0,4267.122326018406,2154.877673981594,,338.0,0.3355,2024,9,2024-09-01
2024-05-03,South,Headphones,Unknown,19.0,401.0,Accessories,7619.0,6013.471971820689,1605.528028179311,,401.0,0.2107,2024,5,2024-05-01
2024-04-15,East,Headphones,David,6.0,,Accessories,,,,ESSENTIAL_NULL;,,,2024,4,2024-04-01
2024-06-06,South,Headphones,Alice,6.0,1645.0,Accessories,9870.0,6478.302431804733,3391.697568195267,,1645.0,0.3436,2024,6,2024-06-01
2024-05-26,West,Mobile,Grace,8.0,1068.0,Electronics,8544.0,6334.274659945908,2209.725340054092,,1068.0,0.2586,2024,5,2024-05-01
2024-05-24,West,Printer,Alice,1.0,468.0,Office,468.0,405.5690713450642,62.43092865493583,,468.0,0.1334,2024,5,2024-05-01
2024-04-29,South,Tablet,Grace,17.0,332.0,Electronics,5644.0,4179.334851229503,1464.665148770497,,332.0,0.2595,2024,4,2024-04-01
2024-11-14,West,Smartwatch,Frank,17.0,294.0,Accessories,4998.0,3619.324807611507,1378.675192388493,,294.0,0.2758,2024,11,2024-11-01
2024-10-01,South,Tablet,Eva,15.0,1006.0,Electronics,15090.0,11671.0356460701,3418.964353929898,,1006.0,0.2266,2024,10,2024-10-01
2024-04-01,West,Laptop,Bob,7.0,1135.0,Electronics,7945.0,5380.068803304506,2564.931196695494,,1135.0,0.3228,2024,4,2024-04-01
2024-02-27,North,Camera,David,19.0,1020.0,Electronics,19380.0,13682.88012780739,5697.119872192614,,1020.0,0.294,2024,2,2024-02-01
2024-12-11,North,Monitor,Grace,3.0,788.0,Office,2364.0,1570.051963319129,793.9480366808709,,788.0,0.3358,2024,12,2024-12-01
2024-08-16,North,Monitor,Grace,11.0,,Office,,,,ESSENTIAL_NULL;,,,2024,8,2024-08-01
2024-04-26,East,Headphones,Frank,19.0,316.0,Accessories,6004.0,4858.534475898471,1145.465524101529,,316.0,0.1908,2024,4,2024-04-01
2024-11-13,East,Tablet,David,,1134.0,Electronics,,,,ESSENTIAL_NULL;,,,2024,11,2024-11-01
2024-10-05,North,Smartwatch,Eva,10.0,1569.0,Accessories,15690.0,10613.42746916013,5076.572530839865,,1569.0,0.3236,2024,10,2024-10-01
2024-05-06,East,Laptop,Eva,2.0,729.0,Electronics,1458.0,1215.818125194161,242.1818748058392,,729.0,0.1661,2024,5,2024-05-01
2024-05-08,West,Mobile,Grace,,263.0,Electronics,,,,ESSENTIAL_NULL;,,,2024,5,2024-05-01
2024-02-27,South,Printer,Bob,16.0,1674.0,Office,26784.0,17278.18337674673,9505.816623253271,,1674.0,0.3549,2024,2,2024-02-01
2024-05-01,South,Mobile,Bob,18.0,152.0,Electronics,2736.0,1928.723020922449,807.2769790775508,,152.0,0.2951,2024,5,2024-05-01
2024-01-01,Unknown,Smartwatch,Alice,,317.0,Accessories,,,,ESSENTIAL_NULL;,,,2024,1,2024-01-01
2024-08-26,North,Laptop,David,6.0,1841.0,Electronics,11046.0,7098.165627154014,3947.834372845986,,1841.0,0.3574,2024,8,2024-08-01
2024-10-16,East,Headphones,David,14.0,1098.0,Accessories,15372.0,12211.91852619936,3160.081473800643,,1098.0,0.2056,2024,10,2024-10-01
2024-04-05,West,Tablet,Eva,15.0,923.0,Electronics,13845.0,11891.75292243887,1953.247077561125,,923.0,0.1411,2024,4,2024-04-01
2024-05-05,West,Laptop,Alice,14.0,1483.0,Electronics,20762.0,14283.05498219342,6478.945017806582,,1483.0,0.3121,2024,5,2024-05-01
2024-04-27,North,Monitor,Frank,3.0,484.0,Office,1452.0,1067.310001979746,384.6899980202538,,484.0,0.2649,2024,4,2024-04-01
2024-02-17,West,Printer,David,19.0,155.0,Office,2945.0,1968.712261039845,976.2877389601551,,155.0,0.3315,2024,2,2024-02-01
2024-03-29,West,Mobile,Alice,12.0,217.0,Electronics,2604.0,1844.617662749793,759.3823372502075,,217.0,0.2916,2024,3,2024-03-01
2024-08-24,West,Printer,Alice,2.0,999.0,Office,1998.0,1211.969160139023,786.030839860977,,999.0,0.3934,2024,8,2024-08-01
2024-09-28,West,Printer,Grace,3.0,1376.0,Office,4128.0,3657.948020269965,470.0519797300349,,1376.0,0.1139,2024,9,2024-09-01
2024-07-07,East,Smartwatch,Eva,18.0,897.0,Accessories,16146.0,11702.08901475723,4443.91098524277,,897.0,0.2752,2024,7,2024-07-01
2024-07-10,West,Smartwatch,Alice,1.0,879.0,Accessories,879.0,735.4250479590278,143.5749520409722,,879.0,0.1633,2024,7,2024-07-01
2024-03-09,South,Tablet,Hannah,6.0,1115.0,Electronics,6690.0,4300.285378774514,2389.714621225486,,1115.0,0.3572,2024,3,2024-03-01
2024-10-04,North,Smartwatch,Bob,,902.0,Accessories,,,,ESSENTIAL_NULL;,,,2024,10,2024-10-01
2024-12-14,East,Smartwatch,Hannah,1.0,944.0,Accessories,944.0,809.9937184644954,134.0062815355046,,944.0,0.142,2024,12,2024-12-01
2024-09-03,West,Laptop,Bob,19.0,1303.0,Electronics,24757.0,20168.12018247626,4588.879817523739,,1303.0,0.1854,2024,9,2024-09-01
2024-03-16,East,Monitor,Charlie,1.0,1538.0,Office,1538.0,1339.540321147343,198.4596788526567,,1538.0,0.129,2024,3,2024-03-01
2024-06-02,West,Headphones,Eva,16.0,1993.0,Accessories,31888.0,20732.27461934398,11155.72538065602,,1993.0,0.3498,2024,6,2024-06-01
2024-05-23,South,Tablet,Grace,12.0,1358.0,Electronics,16296.0,12107.0243645818,4188.975635418195,,1358.0,0.2571,2024,5,2024-05-01
2024-03-26,North,Laptop,Frank,8.0,954.0,Electronics,7632.0,5999.002784504193,1632.997215495807,,954.0,0.214,2024,3,2024-03-01
2024-07-03,West,Headphones,Hannah,16.0,,Accessories,,,,ESSENTIAL_NULL;,,,2024,7,2024-07-01
2024-10-11,West,Unknown,Hannah,1.0,1943.0,Office,1943.0,1667.700760735379,275.2992392646206,,1943.0,0.1417,2024,10,2024-10-01
2024-08-07,West,Laptop,Charlie,4.0,1203.0,Electronics,4812.0,3198.572058805657,1613.427941194343,,1203.0,0.3353,2024,8,2024-08-01
2024-03-09,West,Camera,Bob,10.0,1770.0,Electronics,17700.0,11552.66875078138,6147.33124921862,,1770.0,0.3473,2024,3,2024-03-01
2024-02-16,North,Laptop,Grace,11.0,121.0,Electronics,1331.0,899.77407292678,431.22592707322,,121.0,0.324,2024,2,2024-02-01
2024-04-03,North,Smartwatch,Charlie,17.0,1600.0,Accessories,27200.0,23595.04840320902,3604.951596790976,,1600.0,0.1325,2024,4,2024-04-01
2024-08-25,South,Headphones,Eva,7.0,942.0,Accessories,6594.0,5817.939774913214,776.060225086786,,942.0,0.1177,2024,8,2024-08-01
2024-07-22,North,Tablet,Grace,12.0,1563.0,Electronics,18756.0,14458.79467070642,4297.20532929358,,1563.0,0.2291,2024,7,2024-07-01
2024-08-05,West,Tablet,Eva,7.0,1860.0,Electronics,13020.0,9770.358776432451,3249.641223567549,,1860.0,0.2496,2024,8,2024-08-01
2024-12-06,South,Headphones,Alice,12.0,1693.0,Accessories,20316.0,15879.30420371554,4436.695796284461,,1693.0,0.2184,2024,12,2024-12-01
2024-02-08,South,Smartwatch,David,15.0,1216.0,Accessories,18240.0,14316.43545996111,3923.564540038889,,1216.0,0.2151,2024,2,2024-02-01
2024-04-09,South,Mobile,Alice,2.0,291.0,Electronics,582.0,378.9352014831343,203.0647985168657,,291.0,0.3489,2024,4,2024-04-01
2024-10-15,West,Laptop,Eva,14.0,1118.0,Electronics,15652.0,12614.31093574957,3037.68906425043,,1118.0,0.1941,2024,10,2024-10-01
2024-09-10,East,Smartwatch,Hannah,13.0,1226.0,Accessories,15938.0,11725.67156076876,4212.328439231238,,1226.0,0.2643,2024,9,2024-09-01
2024-08-09,West,Camera,Unknown,4.0,495.0,Electronics,1980.0,1495.324883555739,484.6751164442612,,495.0,0.2448,2024,8,2024-08-01
2024-12-22,North,Monitor,Bob,14.0,1130.0,Office,15820.0,9635.882604174647,6184.117395825353,,1130.0,0.3909,2024,12,2024-12-01
2024-01-23,North,Printer,Frank,14.0,739.0,Office,10346.0,8580.630876049812,1765.369123950188,,739.0,0.1706,2024,1,2024-01-01
2024-09-06,West,Unknown,Bob,16.0,1118.0,Accessories,17888.0,15216.04061134796,2671.95938865204,,1118.0,0.1494,2024,9,2024-09-01
2024-01-10,West,Monitor,Grace,7.0,666.0,Office,4662.0,3663.522985332857,998.4770146671431,,666.0,0.2142,2024,1,2024-01-01
2024-09-02,South,Laptop,Alice,19.0,330.0,Electronics,6270.0,5170.349157993022,1099.650842006978,,330.0,0.1754,2024,9,2024-09-01
2024-11-20,West,Tablet,Frank,2.0,973.0,Electronics,1946.0,1472.755764651873,473.2442353481269,,973.0,0.2432,2024,11,2024-11-01
2024-04-09,South,Printer,Unknown,10.0,673.0,Office,6730.0,5286.455472157703,1443.544527842297,,673.0,0.2145,2024,4,2024-04-01
2024-10-16,North,Monitor,Eva,18.0,339.0,Office,6102.0,4383.502951206804,1718.497048793196,,339.0,0.2816,2024,10,2024-10-01
2024-06-28,South,Unknown,Hannah,17.0,189.0,Electronics,3213.0,2691.087604093756,521.912395906244,,189.0,0.1624,2024,6,2024-06-01
2024-08-10,West,Monitor,Bob,5.0,331.0,Office,1655.0,1225.496516876321,429.5034831236794,,331.0,0.2595,2024,8,2024-08-01
2024-09-06,North,Camera,Eva,12.0,556.0,Electronics,6672.0,5364.714149484836,1307.285850515164,,556.0,0.1959,2024,9,2024-09-01
2024-05-26,East,Tablet,Frank,6.0,332.0,Electronics,1992.0,1566.566196663016,425.4338033369841,,332.0,0.2136,2024,5,2024-05-01
2024-04-05,South,Headphones,Frank,9.0,453.0,Accessories,4077.0,3305.20088743761,771.7991125623898,,453.0,0.1893,2024,4,2024-04-01
2024-09-13,North,Laptop,Bob,1.0,1104.0,Electronics,1104.0,922.463497841474,181.536502158526,,1104.0,0.1644,2024,9,2024-09-01
2024-11-20,South,Headphones,Eva,15.0,1456.0,Accessories,21840.0,16463.29873139731,5376.701268602694,,1456.0,0.2462,2024,11,2024-11-01
2024-01-04,North,Printer,Charlie,6.0,538.0,Office,3228.0,2724.17306525919,503.8269347408104,,538.0,0.1561,2024,1,2024-01-01
2024-01-16,North,Laptop,Eva,19.0,1498.0,Electronics,28462.0,21323.08064616736,7138.919353832636,,1498.0,0.2508,2024,1,2024-01-01
2024-10-06,South,Smartwatch,Frank,18.0,,Accessories,,,,ESSENTIAL_NULL;,,,2024,10,2024-10-01
2024-12-01,East,Mobile,Unknown,6.0,444.0,Electronics,2664.0,2199.935261492944,464.0647385070561,,444.0,0.1742,2024,12,2024-12-01
2024-09-03,North,Smartwatch,Hannah,13.0,763.0,Accessories,9919.0,6460.666207149363,3458.333792850637,,763.0,0.3487,2024,9,2024-09-01
2024-09-14,North,Smartwatch,Grace,1.0,1551.0,Accessories,1551.0,1316.605654525405,234.3943454745954,,1551.0,0.1511,2024,9,2024-09-01
2024-06-08,North,Headphones,Alice,13.0,756.0,Accessories,9828.0,7523.10105912228,2304.89894087772,,756.0,0.2345,2024,6,2024-06-01
2024-12-05,East,Printer,Hannah,7.0,229.0,Office,1603.0,1435.227274689632,167.7727253103681,,229.0,0.1047,2024,12,2024-12-01
2024-05-31,East,Mobile,Charlie,15.0,240.0,Electronics,3600.0,2936.32456716741,663.6754328325901,,240.0,0.1844,2024,5,2024-05-01
2024-06-26,West,Monitor,David,12.0,514.0,Office,6168.0,3856.956637453481,2311.043362546519,,514.0,0.3747,2024,6,2024-06-01
2024-06-11,South,Laptop,Grace,1.0,1216.0,Electronics,1216.0,873.6815639922552,342.3184360077448,,1216.0,0.2815,2024,6,2024-06-01
2024-02-02,East,Laptop,Alice,15.0,725.0,Electronics,10875.0,8212.611001221532,2662.388998778468,,725.0,0.2448,2024,2,2024-02-01
2024-06-27,South,Camera,David,4.0,383.0,Electronics,1532.0,1304.810652012245,227.1893479877551,,383.0,0.1483,2024,6,2024-06-01
2024-04-10,West,Tablet,Bob,13.0,1778.0,Electronics,23114.0,18925.82780414951,4188.17219585049,,1778.0,0.1812,2024,4,2024-04-01
2024-09-24,South,Camera,Unknown,5.0,322.0,Electronics,1610.0,1144.400914105421,465.5990858945786,,322.0,0.2892,2024,9,2024-09-01
2024-11-18,East,Monitor,Grace,2.0,843.0,Office,1686.0,1342.10625333883,343.8937466611703,,843.0,0.204,2024,11,2024-11-01
2024-03-05,South,Camera,Eva,1.0,562.0,Electronics,562.0,434.4671790716667,127.5328209283333,,562.0,0.2269,2024,3,2024-03-01
2024-06-16,East,Laptop,Grace,16.0,1668.0,Electronics,26688.0,17022.02760831655,9665.972391683452,,1668.0,0.3622,2024,6,2024-06-01
2024-11-25,South,Headphones,Hannah,6.0,1399.0,Accessories,8394.0,5627.821160709075,2766.178839290925,,1399.0,0.3295,2024,11,2024-11-01
2024-02-12,East,Smartwatch,David,16.0,1805.0,Accessories,28880.0,20283.48371735682,8596.51628264318,,1805.0,0.2977,2024,2,2024-02-01
2024-02-13,East,Printer,Frank,14.0,1263.0,Office,17682.0,11646.16127739584,6035.838722604163,,1263.0,0.3414,2024,2,2024-02-01
2024-10-11,South,Smartwatch,Alice,3.0,456.0,Accessories,1368.0,882.4149303286425,485.5850696713575,,456.0,0.355,2024,10,2024-10-01
2024-01-12,West,Smartwatch,Alice,15.0,1836.0,Accessories,27540.0,17004.82997681643,10535.17002318357,,1836.0,0.3825,2024,1,2024-01-01
2024-04-04,North,Mobile,David,3.0,1146.0,Electronics,3438.0,2963.317986169051,474.6820138309495,,1146.0,0.1381,2024,4,2024-04-01
2024-10-28,West,Laptop,Alice,2.0,1859.0,Electronics,3718.0,2553.087488397998,1164.912511602002,,1859.0,0.3133,2024,10,2024-10-01
2024-09-09,South,Monitor,Frank,1.0,1393.0,Office,1393.0,957.1249803838373,435.8750196161627,,1393.0,0.3129,2024,9,2024-09-01
2024-08-29,West,Monitor,Grace,9.0,958.0,Office,8622.0,5706.629700276841,2915.370299723159,,958.0,0.3381,2024,8,2024-08-01
2024-02-04,East,Printer,Alice,9.0,764.0,Office,6876.0,5106.249698680817,1769.750301319183,,764.0,0.2574,2024,2,2024-02-01
2024-08-02,North,Headphones,David,,1456.0,Accessories,,,,ESSENTIAL_NULL;,,,2024,8,2024-08-01
2024-12-02,South,Mobile,Charlie,3.0,1114.0,Electronics,3342.0,2214.022890157505,1127.977109842495,,1114.0,0.3375,2024,12,2024-12-01
2024-03-30,South,Tablet,Charlie,18.0,184.0,Electronics,3312.0,2591.875487701323,720.124512298677,,184.0,0.2174,2024,3,2024-03-01
2024-09-20,South,Headphones,Bob,11.0,720.0,Accessories,7920.0,6469.847903994748,1450.152096005252,,720.0,0.1831,2024,9,2024-09-01
2024-04-02,North,Camera,Hannah,7.0,1154.0,Electronics,8078.0,5752.764064328676,2325.235935671324,,1154.0,0.2878,2024,4,2024-04-01
2024-03-30,East,Headphones,Alice,9.0,1864.0,Accessories,16776.0,13012.06129994412,3763.938700055884,,1864.0,0.2244,2024,3,2024-03-01
2024-04-24,South,Headphones,Hannah,1.0,339.0,Accessories,339.0,254.4841037552242,84.5158962447758,,339.0,0.2493,2024,4,2024-04-01
2024-04-14,West,Smartwatch,Grace,14.0,462.0,Accessories,6468.0,4260.24211217018,2207.75788782982,,462.0,0.3413,2024,4,2024-04-01
2024-07-14,South,Headphones,David,6.0,921.0,Accessories,5526.0,4525.812217190495,1000.187782809505,,921.0,0.181,2024,7,2024-07-01
2024-11-09,South,Monitor,Alice,7.0,1512.0,Office,10584.0,8895.173653946915,1688.826346053085,,1512.0,0.1596,2024,11,2024-11-01
2024-04-23,South,Camera,Eva,10.0,1776.0,Electronics,17760.0,14112.76971984843,3647.230280151571,,1776.0,0.2054,2024,4,2024-04-01
2024-03-15,Unknown,Camera,Frank,7.0,767.0,Electronics,5369.0,3743.099331930832,1625.900668069168,,767.0,0.3028,2024,3,2024-03-01
2024-08-04,East,Laptop,Alice,2.0,1422.0,Electronics,2844.0,2497.139356230016,346.8606437699841,,1422.0,0.122,2024,8,2024-08-01
2024-10-03,West,Headphones,Alice,4.0,1980.0,Accessories,7920.0,5833.931529876415,2086.068470123585,,1980.0,0.2634,2024,10,2024-10-01
2024-09-05,East,Smartwatch,Hannah,,1494.0,Accessories,,,,ESSENTIAL_NULL;,,,2024,9,2024-09-01
2024-06-12,West,Headphones,Hannah,1.0,198.0,Accessories,198.0,143.0491364768242,54.95086352317577,,198.0,0.2775,2024,6,2024-06-01
2024-12-22,South,Tablet,Charlie,10.0,146.0,Electronics,1460.0,1179.128890255796,280.8711097442042,,146.0,0.1924,2024,12,2024-12-01
2024-07-10,North,Tablet,Frank,19.0,938.0,Electronics,17822.0,15216.05888520574,2605.941114794257,,938.0,0.1462,2024,7,2024-07-01
2024-08-14,East,Smartwatch,David,15.0,521.0,Accessories,7815.0,5524.991258068694,2290.008741931306,,521.0,0.293,2024,8,2024-08-01
2024-06-25,North,Laptop,Alice,10.0,1603.0,Electronics,16030.0,10736.69096085908,5293.309039140917,,1603.0,0.3302,2024,6,2024-06-01
2024-04-08,East,Laptop,Charlie,19.0,1702.0,Electronics,32338.0,25480.66046918606,6857.339530813944,,1702.0,0.2121,2024,4,2024-04-01
2024-02-05,South,Camera,Hannah,12.0,161.0,Electronics,1932.0,1693.136272021603,238.863727978397,,161.0,0.1236,2024,2,2024-02-01
2024-04-05,East,Camera,Bob,16.0,1232.0,Electronics,19712.0,12911.123634745,6800.876365255004,,1232.0,0.345,2024,4,2024-04-01
2024-05-31,South,Mobile,Frank,9.0,1802.0,Electronics,16218.0,13637.81050263934,2580.189497360661,,1802.0,0.1591,2024,5,2024-05-01
2024-05-30,East,Smartwatch,Charlie,15.0,1672.0,Accessories,25080.0,18633.99243351183,6446.00756648817,,1672.0,0.257,2024,5,2024-05-01
2024-07-08,South,Headphones,Charlie,17.0,1242.0,Accessories,21114.0,17732.67210259668,3381.32789740332,,1242.0,0.1601,2024,7,2024-07-01
2024-08-11,South,Printer,Grace,14.0,1109.0,Office,15526.0,11670.30956741403,3855.690432585967,,1109.0,0.2483,2024,8,2024-08-01
2024-02-06,West,Smartwatch,Charlie,18.0,697.0,Accessories,12546.0,8947.786276918692,3598.213723081308,,697.0,0.2868,2024,2,2024-02-01
2024-09-24,South,Mobile,Grace,,1505.0,Electronics,,,,ESSENTIAL_NULL;,,,2024,9,2024-09-01
2024-07-01,West,Camera,Alice,4.0,491.0,Electronics,1964.0,1709.049601975314,254.9503980246864,,491.0,0.1298,2024,7,2024-07-01
2024-01-13,South,Smartwatch,Alice,18.0,1076.0,Accessories,19368.0,13481.5906541429,5886.409345857099,,1076.0,0.3039,2024,1,2024-01-01
2024-10-05,North,Smartwatch,Hannah,7.0,1175.0,Accessories,8225.0,6071.896023098613,2153.103976901387,,1175.0,0.2618,2024,10,2024-10-01
2024-08-04,South,Camera,Bob,13.0,702.0,Electronics,9126.0,6103.653035769739,3022.346964230261,,702.0,0.3312,2024,8,2024-08-01
2024-12-20,North,Monitor,Eva,15.0,1412.0,Office,21180.0,13873.38373182465,7306.616268175354,,1412.0,0.345,2024,12,2024-12-01
2024-12-26,North,Mobile,Eva,1.0,436.0,Electronics,436.0,363.3480306248965,72.65196937510353,,436.0,0.1666,2024,12,2024-12-01
2024-10-12,South,Camera,Eva,11.0,909.0,Electronics,9999.0,6601.33215083032,3397.66784916968,,909.0,0.3398,2024,10,2024-10-01
2024-09-29,North,Laptop,Hannah,10.0,1327.0,Electronics,13270.0,11120.19964008244,2149.800359917555,,1327.0,0.162,2024,9,2024-09-01
2024-03-02,West,Headphones,Grace,5.0,1361.0,Accessories,6805.0,4959.2466113319,1845.7533886681,,1361.0,0.2712,2024,3,2024-03-01
2024-03-24,East,Camera,Hannah,16.0,1505.0,Electronics,24080.0,21636.23197789734,2443.76802210266,,1505.0,0.1015,2024,3,2024-03-01
2024-08-04,South,Mobile,Frank,11.0,1790.0,Electronics,19690.0,12979.69575725594,6710.304242744056,,1790.0,0.3408,2024,8,2024-08-01
2024-12-07,North,Tablet,Frank,6.0,851.0,Electronics,5106.0,3206.023688931147,1899.976311068853,,851.0,0.3721,2024,12,2024-12-01
2024-07-05,South,Laptop,Bob,9.0,1259.0,Electronics,11331.0,7055.019633503162,4275.980366496838,,1259.0,0.3774,2024,7,2024-07-01
2024-01-19,West,Tablet,Frank,13.0,1530.0,Electronics,19890.0,16918.93923418931,2971.060765810693,,1530.0,0.1494,2024,1,2024-01-01
2024-06-25,South,Printer,Eva,8.0,1631.0,Office,13048.0,9542.431592006778,3505.568407993222,,1631.0,0.2687,2024,6,2024-06-01
2024-04-09,South,Camera,Eva,14.0,1485.0,Electronics,20790.0,12493.48656875066,8296.513431249343,,1485.0,0.3991,2024,4,2024-04-01
